p_date,ad_id,delivery_country,queue_market,punish_num,latest_punish_begin_date,ad_revenue,avg_ad_revenue,start_time,baseline_st,product_line,task_type_en
20230807,1761058310589450 ,KW,Other,1,3/7/23,50.44,4.4465,22/3/23 9:07,1.62,RIE,Ad Group Recall (Merged)
20230807,1762431676056620 ,ZA,Other,1,4/7/23,24.9546,19.4757,6/4/23 12:55,1.62,RIE,Ad Group Recall (Merged)
20230807,1769863071097850 ,DE,DE,1,27/6/23,236.8208,491.045,27/6/23 14:34,1.6,RIE,Ad Group Recall (Merged)
20230807,1762418479993900 ,SA,MENA,1,3/7/23,23.84,4.4465,6/4/23 9:26,1.67,RIE,Ad Group Recall (Merged)
20230807,1759566736804890 ,US,US&CA,1,5/6/23,114.42,57.3465,6/3/23 10:00,1.81,RIE,Ad Group Recall (Merged)
20230807,1758504515470370 ,MY,MY,1,12/5/23,86.709,55.9894,22/2/23 4:19,2.31,Auction Ads,auction_relation
20230807,1762072797178930 ,CA,US&CA,1,26/6/23,1.98,0.9749,2/4/23 14:52,1.81,RIE,Ad Group Recall (Merged)
20230807,1762072797178930 ,US,US&CA,1,26/6/23,1.98,0.9749,2/4/23 14:52,1.81,RIE,Ad Group Recall (Merged)
20230807,1762072797178930 ,GB,GB,1,26/6/23,1.98,0.9749,2/4/23 14:52,1.72,RIE,Ad Group Recall (Merged)
20230807,1765490213706780 ,MA,MA,1,13/7/23,28.85,18.0746,10/5/23 6:59,1.51,Auction Ads,auction_relation
20230807,1767591066245170 ,TR,TR,1,3/8/23,35.8178,59.163,2/6/23 10:12,1.63,RIE,Ad Group Recall (Merged)
20230807,1769433242777640 ,AR,AR,2,5/6/23,17.3111,9.5609,22/6/23 20:35,2.23,Auction Ads,auction_all
20230807,1769433242777640 ,BY,BY,2,5/6/23,17.3111,9.5609,22/6/23 20:35,2.14,Auction Ads,auction_relation
20230807,1769433242777640 ,ID,ID,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.8,Auction Ads,auction_relation
20230807,1769433242777640 ,CL,CL,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.85,Auction Ads,auction_all
20230807,1769433242777640 ,NL,NL,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.19,Auction Ads,auction_relation
20230807,1769433242777640 ,EC,Others,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.56,Auction Ads,auction_all
20230807,1769433242777640 ,GR,GR,2,5/6/23,17.3111,9.5609,22/6/23 20:35,2.11,Auction Ads,auction_relation
20230807,1769433242777640 ,UY,Others,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.56,Auction Ads,auction_all
20230807,1769433242777640 ,MY,MY,2,5/6/23,17.3111,9.5609,22/6/23 20:35,2.31,Auction Ads,auction_relation
20230807,1769433242777640 ,HU,Others,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.56,Auction Ads,auction_all
20230807,1769433242777640 ,PL,PL,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.64,Auction Ads,auction_relation
20230807,1769433242777640 ,DK,DK,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.31,Auction Ads,auction_relation
20230807,1769433242777640 ,CH,CH,2,5/6/23,17.3111,9.5609,22/6/23 20:35,0.93,Auction Ads,auction_relation
20230807,1769433242777640 ,AT,AT,2,5/6/23,17.3111,9.5609,22/6/23 20:35,0.89,Auction Ads,auction_relation
20230807,1769433242777640 ,IL,IL,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.52,Auction Ads,auction_relation
20230807,1769433242777640 ,NZ,NZ,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.58,Auction Ads,auction_relation
20230807,1769433242777640 ,PE,PE,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.68,Auction Ads,auction_all
20230807,1769433242777640 ,FI,Others,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.56,Auction Ads,auction_all
20230807,1769433242777640 ,CO,CO,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.93,Auction Ads,auction_all
20230807,1769433242777640 ,RO,RO,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.94,Auction Ads,auction_relation
20230807,1769433242777640 ,ZA,ZA,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.4,Auction Ads,auction_relation
20230807,1769433242777640 ,MX,MX,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.99,Auction Ads,auction_all
20230807,1769433242777640 ,IE,IE,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.52,Auction Ads,auction_relation
20230807,1769433242777640 ,PT,PT,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.98,Auction Ads,auction_relation
20230807,1769433242777640 ,CZ,CZ,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.9,Auction Ads,auction_relation
20230807,1769433242777640 ,AU,AU,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.84,Auction Ads,auction_relation
20230807,1769433242777640 ,JP,JP,2,5/6/23,17.3111,9.5609,22/6/23 20:35,2.16,Auction Ads,auction_all
20230807,1769433242777640 ,BR,BR,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.99,Auction Ads,auction_all
20230807,1769433242777640 ,BE,BE,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.15,Auction Ads,auction_relation
20230807,1769433242777640 ,TH,TH,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.64,Auction Ads,auction_relation
20230807,1769433242777640 ,DE,DE,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.01,Auction Ads,auction_relation
20230807,1769433242777640 ,SE,SE,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.4,Auction Ads,auction_relation
20230807,1769433242777640 ,GB,GB,2,5/6/23,17.3111,9.5609,22/6/23 20:35,1.76,Auction Ads,auction_relation
20230807,1767310770010140 ,US,USCA,1,7/7/23,514.5387,81.6381,30/5/23 10:24,1.78,Auction Ads,auction_relation
20230807,1768381026016250 ,JP,JP,1,7/8/23,5.83,7.9693,11/6/23 4:59,3.21,RIE,Ad Group Recall (Merged)
20230807,1769806555515900 ,GB,GB,1,13/7/23,404.76,279.5204,27/6/23 16:00,1.76,Auction Ads,auction_relation
20230807,1766046145567770 ,GB,GB,1,14/6/23,25.5612,49.0194,16/5/23 11:27,1.76,Auction Ads,auction_relation
20230807,1766040677581840 ,GB,GB,1,26/6/23,52,4.1173,16/5/23 6:17,1.72,RIE,Ad Group Recall (Merged)
20230807,1768490515148810 ,MY,MY,1,7/8/23,9.93,4.8034,12/6/23 9:59,2.31,Auction Ads,auction_relation
20230807,1768268537146410 ,CA,US&CA,1,3/8/23,34.9572,15.5896,10/6/23 0:10,1.81,RIE,Ad Group Recall (Merged)
20230807,1765513281695790 ,RO,Other,1,21/5/23,97.57,34.9448,10/5/23 14:17,1.62,RIE,Ad Group Recall (Merged)
20230807,1767846771557410 ,CZ,CZ,1,30/5/23,324.0249,168.7034,5/6/23 8:21,1.9,Auction Ads,auction_relation
20230807,1768683803633710 ,TR,TR,1,3/8/23,92.5203,59.163,14/6/23 12:28,1.63,RIE,Ad Group Recall (Merged)
20230807,1767929633199130 ,CO,CO,1,13/7/23,19.01,14.9087,6/6/23 5:19,1.93,Auction Ads,auction_all
20230807,1767929633199130 ,KW,Others,1,13/7/23,19.01,14.9087,6/6/23 5:19,1.56,Auction Ads,auction_all
20230807,1768757338523690 ,TR,TR,1,3/8/23,120.6881,59.163,15/6/23 7:52,1.63,RIE,Ad Group Recall (Merged)
20230807,1765734253112320 ,SG,Other,1,23/5/23,2.84,1.0978,12/5/23 23:49,1.62,RIE,Ad Group Recall (Merged)
20230807,1765734253112320 ,PH,Other,1,23/5/23,2.84,1.0978,12/5/23 23:49,1.62,RIE,Ad Group Recall (Merged)
20230807,1765734253112320 ,MY,MY,1,23/5/23,2.84,1.0978,12/5/23 23:49,2.3,RIE,Ad Group Recall (Merged)
20230807,1768609334612000 ,SA,MENA,1,3/8/23,20.23,15.5434,13/6/23 17:27,1.67,RIE,Ad Group Recall (Merged)
20230807,1768609350813740 ,SA,MENA,1,3/8/23,23.86,15.5434,13/6/23 17:27,1.67,RIE,Ad Group Recall (Merged)
20230807,1765745209394210 ,SG,Other,1,23/5/23,2.28,1.0978,13/5/23 2:44,1.62,RIE,Ad Group Recall (Merged)
20230807,1765745209394210 ,PH,Other,1,23/5/23,2.28,1.0978,13/5/23 2:44,1.62,RIE,Ad Group Recall (Merged)
20230807,1765745209394210 ,MY,MY,1,23/5/23,2.28,1.0978,13/5/23 2:44,2.3,RIE,Ad Group Recall (Merged)
20230807,1768709743069210 ,CA,US&CA,1,3/8/23,27.6326,15.5896,14/6/23 21:07,1.81,RIE,Ad Group Recall (Merged)
20230807,1768709743049760 ,CA,US&CA,1,3/8/23,6.796,15.5896,14/6/23 21:07,1.81,RIE,Ad Group Recall (Merged)
20230807,1768730973191180 ,SA,MENA,1,3/8/23,22.77,15.5434,15/6/23 1:41,1.67,RIE,Ad Group Recall (Merged)
20230807,1768512067480590 ,US,USCA,1,18/5/23,194.72,223.6033,12/6/23 16:33,1.78,Auction Ads,auction_relation
20230807,1771745713852450 ,AU,AU,2,7/8/23,0.03,6.0239,18/7/23 8:19,1.84,RIE,Ad Group Recall (Merged)
20230807,1768785234541580 ,CA,US&CA,1,3/8/23,68.7679,15.5896,15/6/23 17:03,1.81,RIE,Ad Group Recall (Merged)
20230807,1771349897478160 ,US,US&CA,1,10/7/23,100.63,459.7409,14/7/23 0:13,1.81,RIE,Ad Group Recall (Merged)
20230807,1769152194142240 ,US,USCA,1,24/7/23,1236.1,60.0674,19/6/23 17:42,1.78,Auction Ads,auction_relation
20230807,1766766741748780 ,TH,TH,1,11/5/23,27.8276,13.3403,24/5/23 8:58,1.64,Auction Ads,auction_relation
20230807,1769697873196060 ,TR,TR,1,3/8/23,151.1108,59.163,25/6/23 17:33,1.63,RIE,Ad Group Recall (Merged)
20230807,1766982916600860 ,HU,Other,1,11/5/23,79.89,29.3904,26/5/23 19:35,1.62,RIE,Ad Group Recall (Merged)
20230807,1767036397794300 ,JP,JP,1,13/5/23,126.275,18.0365,27/5/23 8:45,3.21,RIE,Ad Group Recall (Merged)
20230807,1769414692328490 ,SA,MENA,1,3/8/23,10.83,15.5434,22/6/23 14:48,1.67,RIE,Ad Group Recall (Merged)
20230807,1768231345710090 ,RO,Other,1,30/5/23,46.0579,79.5937,9/6/23 14:11,1.62,RIE,Ad Group Recall (Merged)
20230807,1769403466410030 ,SA,MENA,1,23/6/23,100.51,149.3789,22/6/23 11:36,1.78,Auction Ads,auction_relation
20230807,1768161167809570 ,UY,Other,1,14/6/23,1180.02,39.0852,8/6/23 18:44,1.62,RIE,Ad Group Recall (Merged)
20230807,1770001135619120 ,AE,MENA,1,7/8/23,3.86,7.4989,29/6/23 4:00,1.67,RIE,Ad Group Recall (Merged)
20230807,1767389794976760 ,ID,ID,1,10/5/23,7.7968,10.8649,31/5/23 6:12,1.8,Auction Ads,auction_relation
20230807,1767389794976760 ,ID,ID,1,10/5/23,7.7968,10.8649,31/5/23 6:12,1.8,Auction Ads,auction_relation
20230807,1769173727700010 ,US,USCA,1,19/5/23,0,183.2936,19/6/23 23:57,1.78,Auction Ads,auction_relation
20230807,1771048102945790 ,BR,BR,1,29/6/23,162.5449,272.6306,10/7/23 15:17,1.99,Auction Ads,auction_all
20230807,1771049136816140 ,BR,BR,1,29/6/23,162.7324,272.6306,10/7/23 15:41,1.99,Auction Ads,auction_all
20230807,1770014546613260 ,KR,KR,1,26/7/23,109.2733,21.7403,29/6/23 5:40,2.18,RIE,Ad Group Recall (Merged)
20230807,1769802647342090 ,FI,Others,1,29/6/23,0,51.0029,26/6/23 22:35,1.56,Auction Ads,auction_all
20230807,1770229431976990 ,SA,MENA,1,3/8/23,23.36,15.5434,1/7/23 14:39,1.67,RIE,Ad Group Recall (Merged)
20230807,1770291097272330 ,US,US&CA,1,3/8/23,97.72,16.2729,2/7/23 8:00,1.81,RIE,Ad Group Recall (Merged)
20230807,1770530310087680 ,SA,MENA,1,3/8/23,222.4805,36.7482,4/7/23 22:11,1.67,RIE,Ad Group Recall (Merged)
20230807,1772305673447440 ,CA,US&CA,2,5/8/23,130.19,44.2432,24/7/23 12:40,1.81,RIE,Ad Group Recall (Merged)
20230807,1770137213733900 ,GB,GB,1,30/6/23,33.9511,37.4693,30/6/23 14:28,1.72,RIE,Ad Group Recall (Merged)
20230807,1769919201437720 ,VN,VN,1,30/6/23,28.4,1.1233,28/6/23 4:28,2.13,RIE,Ad Group Recall (Merged)
20230807,1769945885108220 ,MA,Other,1,3/7/23,80.62,4.4465,28/6/23 11:30,1.62,RIE,Ad Group Recall (Merged)
20230807,1769239917258780 ,IT,IT,1,6/6/23,0,20.6348,20/6/23 17:29,1.79,RIE,Ad Group Recall (Merged)
20230807,1769240090317870 ,IT,IT,1,6/6/23,0,20.6348,20/6/23 17:33,1.79,RIE,Ad Group Recall (Merged)
20230807,1770109620602920 ,EG,MENA,1,3/7/23,50.5,4.4465,30/6/23 6:54,1.67,RIE,Ad Group Recall (Merged)
20230807,1768663964190730 ,TH,TH,1,11/5/23,33.3472,13.3403,14/6/23 7:52,1.64,Auction Ads,auction_relation
20230807,1770526992146430 ,MA,Other,1,19/5/23,97.05,183.2936,4/7/23 22:26,1.62,RIE,Ad Group Recall (Merged)
20230807,1770526992146430 ,PL,PL,1,19/5/23,97.05,183.2936,4/7/23 22:26,1.84,RIE,Ad Group Recall (Merged)
20230807,1770783597742080 ,US,US&CA,1,7/7/23,93.74,73.3632,7/7/23 18:19,1.81,RIE,Ad Group Recall (Merged)
20230807,1770783597742080 ,US,USCA,1,7/7/23,93.74,73.3632,7/7/23 18:19,1.78,Auction Ads,auction_relation
20230807,1770618315063340 ,CA,USCA,1,29/6/23,55.34,51.0029,5/7/23 22:41,1.78,Auction Ads,auction_relation
20230807,1770618315063340 ,CA,USCA,1,29/6/23,55.34,51.0029,5/7/23 22:41,1.78,Auction Ads,auction_relation
20230807,1770618315063340 ,US,USCA,1,29/6/23,55.34,51.0029,5/7/23 22:41,1.78,Auction Ads,auction_relation
20230807,1770510050770960 ,MX,MX,1,4/7/23,4.5301,3.9622,4/7/23 15:29,1.99,Auction Ads,auction_all
20230807,1771026424929280 ,KH,KH,1,14/7/23,89.52,53.9181,10/7/23 9:45,1.5,Auction Ads,auction_relation
20230807,1770774645761070 ,CA,USCA,1,29/6/23,0.38,51.0029,7/7/23 16:04,1.78,Auction Ads,auction_relation
20230807,1770774645761070 ,US,USCA,1,29/6/23,0.38,51.0029,7/7/23 16:04,1.78,Auction Ads,auction_relation
20230807,1770774645761070 ,US,USCA,1,29/6/23,0.38,51.0029,7/7/23 16:04,1.78,Auction Ads,auction_relation
20230807,1769750040597520 ,ID,ID,1,16/5/23,13.276,8.2306,26/6/23 7:35,1.8,Auction Ads,auction_relation
20230807,1769643422768160 ,TH,TH,1,11/5/23,24.6946,13.3403,25/6/23 2:53,1.64,Auction Ads,auction_relation
20230807,1771054132721680 ,NZ,Other,1,29/6/23,109.96,51.0029,10/7/23 18:00,1.62,RIE,Ad Group Recall (Merged)
20230807,1771496742750200 ,CA,US&CA,1,7/8/23,49.09,46.883,15/7/23 15:21,1.81,RIE,Ad Group Recall (Merged)
20230807,1771393422269490 ,ID,ID,1,21/7/23,410.33,97.3635,14/7/23 17:00,2.05,RIE,Ad Group Recall (Merged)
20230807,1771473761239070 ,ZA,Other,1,7/8/23,1.91,19.4858,15/7/23 9:17,1.62,RIE,Ad Group Recall (Merged)
20230807,1771438703302690 ,BR,BR,1,7/8/23,0.8783,0.4089,14/7/23 23:00,1.7,RIE,Ad Group Recall (Merged)
20230807,1769826449034250 ,CA,US&CA,,1/1/00 0:00,27100.62,17144.4986,27/7/23 15:00,1.81,RIE,Ad Group Recall (Merged)
20230807,1771363718537210 ,MY,MY,1,3/8/23,0.0616,18.4393,14/7/23 3:05,2.31,Auction Ads,auction_relation
20230807,1771529841160190 ,CO,CO,1,7/8/23,1.6861,2.5196,15/7/23 22:43,1.93,Auction Ads,auction_all
20230807,1771545697096720 ,MY,MY,1,7/8/23,2.2856,2.4476,16/7/23 3:15,2.3,RIE,Ad Group Recall (Merged)
20230807,1771522842758170 ,US,US&CA,1,3/8/23,66.1784,45.3408,15/7/23 22:11,1.81,RIE,Ad Group Recall (Merged)
20230807,1770478520777760 ,BR,BR,1,17/5/23,11.53,7.4769,4/7/23 8:41,1.7,RIE,Ad Group Recall (Merged)
20230807,1772318057252860 ,BR,BR,2,13/5/23,24.818,78.6434,24/7/23 15:53,1.7,RIE,Ad Group Recall (Merged)
20230807,1771042475868210 ,AU,AU,1,14/6/23,2257.14,39.0852,10/7/23 13:58,1.84,RIE,Ad Group Recall (Merged)
20230807,1772325058734120 ,BR,BR,2,13/5/23,10.513,78.6434,24/7/23 17:14,1.7,RIE,Ad Group Recall (Merged)
20230807,1771300159769650 ,CA,US&CA,1,14/6/23,265.93,126.1507,13/7/23 11:13,1.81,RIE,Ad Group Recall (Merged)
20230807,1771300159769650 ,ES,ES,1,14/6/23,265.93,126.1507,13/7/23 11:13,1.79,RIE,Ad Group Recall (Merged)
20230807,1771928355293200 ,CA,US&CA,1,7/8/23,74.8,88.9578,20/7/23 9:41,1.81,RIE,Ad Group Recall (Merged)
20230807,1771301336771600 ,ES,ES,1,14/6/23,138.37,126.1507,13/7/23 11:33,1.79,RIE,Ad Group Recall (Merged)
20230807,1771651292498940 ,MX,MX,1,7/7/23,102.5748,81.6381,17/7/23 8:21,1.99,Auction Ads,auction_all
20230807,1771727856635900 ,SA,MENA,1,3/8/23,2.68,15.5434,18/7/23 3:34,1.67,RIE,Ad Group Recall (Merged)
20230807,1771728308589610 ,SA,MENA,1,3/8/23,18.87,15.5434,18/7/23 3:46,1.67,RIE,Ad Group Recall (Merged)
20230807,1771865617242160 ,US,US&CA,1,28/7/23,101.22,97.0489,19/7/23 16:05,1.81,RIE,Ad Group Recall (Merged)
20230807,1771242320018450 ,GB,GB,1,26/6/23,9.5374,12.6726,13/7/23 0:00,1.72,RIE,Ad Group Recall (Merged)
20230807,1770837186637870 ,ID,ID,1,16/5/23,12.8547,8.2306,8/7/23 7:35,1.8,Auction Ads,auction_relation
20230807,1770837186637870 ,ID,ID,1,16/5/23,12.8547,8.2306,8/7/23 7:35,1.8,Auction Ads,auction_relation
20230807,1772669418796060 ,NZ,NZ,2,31/7/23,44.2902,23.9294,28/7/23 12:32,1.58,Auction Ads,auction_relation
20230807,1772669418796060 ,AU,AU,2,31/7/23,44.2902,23.9294,28/7/23 12:32,1.84,Auction Ads,auction_relation
20230807,1771829420441650 ,MY,MY,1,3/8/23,25.1724,18.4393,19/7/23 6:29,2.31,Auction Ads,auction_relation
20230807,1771829420441650 ,MY,MY,1,3/8/23,25.1724,18.4393,19/7/23 6:29,2.31,Auction Ads,auction_relation
20230807,1771931148061710 ,TR,TR,1,3/8/23,293.462,59.163,20/7/23 9:24,1.63,RIE,Ad Group Recall (Merged)
20230807,1771937246144560 ,TR,TR,1,3/8/23,522.3654,59.163,20/7/23 11:00,1.63,RIE,Ad Group Recall (Merged)
20230807,1772743630468090 ,VN,VN,3,2/8/23,0.0034,2.9423,29/7/23 8:39,2.13,RIE,Ad Group Recall (Merged)
20230807,1772744499351580 ,VN,VN,3,2/8/23,0.0017,2.9423,29/7/23 8:54,2.13,RIE,Ad Group Recall (Merged)
20230807,1772852345794560 ,CA,US&CA,2,5/8/23,129.95,44.2432,30/7/23 13:29,1.81,RIE,Ad Group Recall (Merged)
20230807,1772774366423080 ,VN,VN,3,2/8/23,0.0129,2.9423,29/7/23 16:49,2.13,RIE,Ad Group Recall (Merged)
20230807,1771185756195850 ,SA,MENA,1,22/5/23,27.85,17.738,12/7/23 3:57,1.78,Auction Ads,auction_relation
20230807,1771185756195850 ,SA,MENA,1,22/5/23,27.85,17.738,12/7/23 3:57,1.78,Auction Ads,auction_relation
20230807,1771913417240610 ,US,US&CA,1,3/8/23,6.4,9.1355,20/7/23 5:44,1.81,RIE,Ad Group Recall (Merged)
20230807,1771801444960300 ,FI,Others,1,29/6/23,0,51.0029,19/7/23 0:07,1.56,Auction Ads,auction_all
20230807,1771185708064780 ,TH,TH,1,17/5/23,11.8141,2.482,12/7/23 3:56,1.64,Auction Ads,auction_relation
20230807,1772047094262780 ,GR,GR,1,7/8/23,19.91,23.1051,21/7/23 16:03,2.11,Auction Ads,auction_relation
20230807,1772047094262780 ,CZ,CZ,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.9,Auction Ads,auction_relation
20230807,1772047094262780 ,HU,Others,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.56,Auction Ads,auction_all
20230807,1772047094262780 ,BH,Others,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.56,Auction Ads,auction_all
20230807,1772047094262780 ,HU,Others,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.56,Auction Ads,auction_all
20230807,1772047094262780 ,ID,ID,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.8,Auction Ads,auction_relation
20230807,1772047094262780 ,DK,DK,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.31,Auction Ads,auction_relation
20230807,1772047094262780 ,PL,PL,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.64,Auction Ads,auction_relation
20230807,1772047094262780 ,TW,TW,1,7/8/23,19.91,23.1051,21/7/23 16:03,0.95,Auction Ads,auction_relation
20230807,1772047094262780 ,PT,PT,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.98,Auction Ads,auction_relation
20230807,1772047094262780 ,FI,Others,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.56,Auction Ads,auction_all
20230807,1772047094262780 ,PT,PT,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.98,Auction Ads,auction_relation
20230807,1772047094262780 ,IL,IL,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.52,Auction Ads,auction_relation
20230807,1772047094262780 ,NO,Others,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.56,Auction Ads,auction_all
20230807,1772047094262780 ,FI,Others,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.56,Auction Ads,auction_all
20230807,1772047094262780 ,BE,BE,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.15,Auction Ads,auction_relation
20230807,1772047094262780 ,IE,IE,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.52,Auction Ads,auction_relation
20230807,1772047094262780 ,PK,PK,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.36,Auction Ads,auction_relation
20230807,1772047094262780 ,US,USCA,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.78,Auction Ads,auction_relation
20230807,1772047094262780 ,CA,USCA,1,7/8/23,19.91,23.1051,21/7/23 16:03,1.78,Auction Ads,auction_relation
