ad_id,delivery_country,punish_num,avg_ad_revenue
1765734253112320,PH,1.0,1.0978
1765734253112320,MY,1.0,1.0978
1768609334612000,SA,1.0,15.5434
1768609350813740,SA,1.0,15.5434
1765745209394210,SG,1.0,1.0978
1765745209394210,PH,1.0,1.0978
1765745209394210,MY,1.0,1.0978
1768709743069210,CA,1.0,15.5896
1768709743049760,CA,1.0,15.5896
1768730973191180,SA,1.0,15.5434
1768512067480590,US,1.0,223.6033
1771745713852450,AU,2.0,6.0239
1768785234541580,CA,1.0,15.5896
1771349897478160,US,1.0,459.7409
1769152194142240,US,1.0,60.0674
1766766741748780,TH,1.0,13.3403
1769697873196060,TR,1.0,59.163
1766982916600860,HU,1.0,29.3904
1767036397794300,JP,1.0,18.0365
1769414692328490,SA,1.0,15.5434
1768231345710090,RO,1.0,79.5937
1769403466410030,SA,1.0,149.3789
1768161167809570,UY,1.0,39.0852
1770001135619120,AE,1.0,7.4989
1767389794976760,ID,1.0,10.8649
1767389794976760,ID,1.0,10.8649
1769173727700010,US,1.0,183.2936
1771048102945790,BR,1.0,272.6306
1771049136816140,BR,1.0,272.6306
1770014546613260,KR,1.0,21.7403
1769802647342090,FI,1.0,51.0029
1770229431976990,SA,1.0,15.5434
1770291097272330,US,1.0,16.2729
1770530310087680,SA,1.0,36.7482
1772305673447440,CA,2.0,44.2432
1770137213733900,GB,1.0,37.4693
1769919201437720,VN,1.0,1.1233
1769945885108220,MA,1.0,4.4465
1769239917258780,IT,1.0,20.6348
1769240090317870,IT,1.0,20.6348
1770109620602920,EG,1.0,4.4465
1768663964190730,TH,1.0,13.3403
1770526992146430,MA,1.0,183.2936
1770526992146430,PL,1.0,183.2936
1770783597742080,US,1.0,73.3632
1770783597742080,US,1.0,73.3632
1770618315063340,CA,1.0,51.0029
1770618315063340,CA,1.0,51.0029
1770618315063340,US,1.0,51.0029
1770510050770960,MX,1.0,3.9622
1771026424929280,KH,1.0,53.9181
1770774645761070,CA,1.0,51.0029
1770774645761070,US,1.0,51.0029
1770774645761070,US,1.0,51.0029
1769750040597520,ID,1.0,8.2306
1769643422768160,TH,1.0,13.3403
1771054132721680,NZ,1.0,51.0029
1771496742750200,CA,1.0,46.883
1771393422269490,ID,1.0,97.3635
1771473761239070,ZA,1.0,19.4858
1771438703302690,BR,1.0,0.4089
1769826449034250,CA,0.0,17144.4986
1771363718537210,MY,1.0,18.4393
1771529841160190,CO,1.0,2.5196
1771545697096720,MY,1.0,2.4476
1771522842758170,US,1.0,45.3408
1770478520777760,BR,1.0,7.4769
1772318057252860,BR,2.0,78.6434
1771042475868210,AU,1.0,39.0852
1772325058734120,BR,2.0,78.6434
1771300159769650,CA,1.0,126.1507
1771300159769650,ES,1.0,126.1507
1771928355293200,CA,1.0,88.9578
1771301336771600,ES,1.0,126.1507
1771651292498940,MX,1.0,81.6381
1771727856635900,SA,1.0,15.5434
1771728308589610,SA,1.0,15.5434
1771865617242160,US,1.0,97.0489
1771242320018450,GB,1.0,12.6726
1770837186637870,ID,1.0,8.2306
1770837186637870,ID,1.0,8.2306
1772669418796060,NZ,2.0,23.9294
1772669418796060,AU,2.0,23.9294
1771829420441650,MY,1.0,18.4393
1771829420441650,MY,1.0,18.4393
1771931148061710,TR,1.0,59.163
1771937246144560,TR,1.0,59.163
1772743630468090,VN,3.0,2.9423
1772744499351580,VN,3.0,2.9423
1772852345794560,CA,2.0,44.2432
1772774366423080,VN,3.0,2.9423
1771185756195850,SA,1.0,17.738
1771185756195850,SA,1.0,17.738
1771913417240610,US,1.0,9.1355
1771801444960300,FI,1.0,51.0029
1771185708064780,TH,1.0,2.482
1772047094262780,GR,1.0,23.1051
1772047094262780,CZ,1.0,23.1051
1772047094262780,HU,1.0,23.1051
1772047094262780,BH,1.0,23.1051
1772047094262780,HU,1.0,23.1051
1772047094262780,ID,1.0,23.1051
1772047094262780,DK,1.0,23.1051
1772047094262780,PL,1.0,23.1051
1772047094262780,TW,1.0,23.1051
1772047094262780,PT,1.0,23.1051
1772047094262780,FI,1.0,23.1051
1772047094262780,PT,1.0,23.1051
1772047094262780,IL,1.0,23.1051
1772047094262780,NO,1.0,23.1051
1772047094262780,FI,1.0,23.1051
1772047094262780,BE,1.0,23.1051
1772047094262780,IE,1.0,23.1051
1772047094262780,PK,1.0,23.1051
1772047094262780,US,1.0,23.1051
1772047094262780,CA,1.0,23.1051
1772047094262780,BR,1.0,23.1051
1772047094262780,ID,1.0,23.1051
1772047094262780,TW,1.0,23.1051
1771613244955680,RO,1.0,79.5937
1771801578430490,BR,1.0,7.1213
1771205328056320,IT,1.0,3.2711
1771873289239600,BE,1.0,183.2936
1771873289239600,DK,1.0,183.2936
1771873289239600,CA,1.0,183.2936
1771297552885760,PL,1.0,7.4769
1772211609189390,NO,1.0,23.1051
1772211865033740,NO,1.0,23.1051
1772212171921440,NO,1.0,23.1051
1771918735167520,US,1.0,23.9488
1771918735167520,US,1.0,23.9488
1772481162313740,CO,1.0,202.7676
1771701277824010,IT,1.0,5.4057
1772300010995740,FR,1.0,29.6427
1771582535609360,SA,1.0,7.1257
1771582535590930,SA,1.0,7.1257
1771843202912280,AU,1.0,33.0449
1772299036812320,RO,1.0,4.4736
1772928814018610,VN,3.0,2.9423
1771566785046570,AE,1.0,1.4044
1771821740358650,IT,1.0,34.4275
1772050451084370,US,1.0,29.1538
1772495933222940,MX,1.0,163.8814
1772397052956700,TR,1.0,59.163
1772652497968140,IT,1.0,280.8588
1771923224519730,JP,1.0,67.6864
1772344098262030,IT,1.0,14.1795
1772103064900620,KR,1.0,6.4579
1772033749426170,AE,1.0,11.9838
1772453259549690,TH,1.0,22.2582
1772479614618650,LB,1.0,11.4411
1772479614618650,SA,1.0,11.4411
1772479614618650,EG,1.0,11.4411
1772479614618650,FI,1.0,11.4411
1772479614618650,QA,1.0,11.4411
1772479614618650,DK,1.0,11.4411
1772479614618650,IE,1.0,11.4411
1772479614618650,OM,1.0,11.4411
1772479614618650,NO,1.0,11.4411
1772479614618650,AE,1.0,11.4411
1772479614618650,MA,1.0,11.4411
1771777377688610,GB,1.0,588.9142
1772473315170350,DE,1.0,26.4371
1771950835811360,CA,1.0,7.4769
1772541894774800,BR,1.0,0.9293
1772569215332400,AE,1.0,3.8767
1772572364759040,US,1.0,4.1761
1772572364759040,CA,1.0,4.1761
1772998101648410,VN,3.0,2.9423
1772042341555230,VN,1.0,7.9852
1772546264036380,US,1.0,9.1355
1772562893428780,VN,3.0,4.9202
1772028573700090,ZA,1.0,30.4787
1772654123130880,BR,1.0,16.3824
1772183308941310,TH,1.0,13.3403
1772694967510010,US,1.0,19.2794
1772658142132240,IT,1.0,8.2251
1772700540682240,US,1.0,19.2794
1772484481983520,AE,1.0,5.4858
1772541310500910,KR,1.0,36.5834
1772498782586910,SA,1.0,3.0115
1772743997401130,NO,1.0,9.9131
1772890301521960,BE,1.0,29.8315
1772679716828200,US,1.0,13.4636
1772492360714270,AE,1.0,1.4044
1772681186487340,PE,1.0,13.4636
1772934990074890,US,1.0,53.411
1771940809330800,GB,1.0,434.41
1772546940183560,JP,1.0,3.9581
1772698828757000,CL,1.0,41.5913
1773016717830140,EG,2.0,1.5183
1773016717830140,EG,2.0,1.5183
1772951249118200,BR,1.0,7.1907
1772771033070610,NL,1.0,5.2745
1773112965960700,US,2.0,9.9047
1772935039483900,PL,1.0,8.2251
1773113020367920,US,2.0,9.9047
1773119087299600,CA,2.0,44.2432
1773119371607090,CA,2.0,44.2432
1772635376512010,TR,1.0,0.6296
1772707542468610,SA,1.0,7.1257
1772945766653950,SA,1.0,9.6494
1772763620198400,AE,1.0,1.4863
1772988059729930,IL,1.0,28.9462
1772988059729930,EG,1.0,28.9462
1772988059729930,KW,1.0,28.9462
1772988059729930,JO,1.0,28.9462
1772988059729930,QA,1.0,28.9462
1772988059729930,SA,1.0,28.9462
1772988059729930,AE,1.0,28.9462
1772988059729930,IQ,1.0,28.9462
1772977229258760,TH,1.0,183.2936
1772977229258760,JP,1.0,183.2936
1772977229258760,FI,1.0,183.2936
1772977229258760,GB,1.0,183.2936
1772977229258760,PL,1.0,183.2936
1772977229258760,FR,1.0,183.2936
1772977229258760,BE,1.0,183.2936
1772977229258760,IE,1.0,183.2936
1772977229258760,HU,1.0,183.2936
1772977229258760,IL,1.0,183.2936
1772977229258760,BR,1.0,183.2936
1772977229258760,JP,1.0,183.2936
1772977229258760,CA,1.0,183.2936
1772977229258760,CH,1.0,183.2936
1772977229258760,PL,1.0,183.2936
1772999635920940,US,1.0,9.1355
1773016920079410,ES,1.0,6.0125
1772993446242300,PT,1.0,2.3399
1773171106415650,VN,2.0,3.1482
1772983316127740,US,1.0,75.9558
1773011982034940,RO,1.0,0.6874
1772989250400290,GB,1.0,6.9809
1773037092497440,IT,1.0,22.1627
1773053416248370,BR,1.0,249.7083
1773053416248370,BR,1.0,249.7083
1773062486695980,EC,1.0,35.2836
1773076182238240,BR,1.0,12.9423
1773033738805280,US,1.0,93.0174
1773011082215450,CL,1.0,3.9723
1773211794935820,CA,2.0,44.2432
1773158418017280,AR,2.0,90.9931
1773100616952860,JP,1.0,5.4492
1773016117514250,AT,1.0,30.0762
1773016117514250,AT,1.0,30.0762
1773027652395000,SA,1.0,50.7378
1773102151430190,ID,1.0,19.7581
1773025854953470,PE,1.0,1.5149
1773026387237920,MX,1.0,1.5149
1773027080949770,MX,1.0,1.5149
1773033563342890,BR,1.0,3.2711
1772984166520830,CA,1.0,8.3497
1773144012654640,US,1.0,35.9524
1773101825365010,IE,1.0,42.8781
1773119055339530,SA,1.0,2.3008
1773166337329260,MY,1.0,12.1507
1773166337329260,MY,1.0,12.1507
1773097205615660,TW,1.0,2.3029
1773263292438530,US,3.0,12.5146
1773102604812280,SG,1.0,3.7608
1773138578592780,BR,1.0,14.884
1773140828054560,BR,1.0,14.884
1773227171948540,BR,2.0,1.5386
1773176830199820,US,1.0,6.1151
1773112443809790,NZ,1.0,18.0365
1773112443809790,SG,1.0,18.0365
1773112443809790,GB,1.0,18.0365
1773112443809790,AU,1.0,18.0365
1773103976550400,IT,1.0,3.566
1773112643698690,JO,1.0,18.0365
1773112643698690,SG,1.0,18.0365
1773112643698690,US,1.0,18.0365
1773112732175400,US,1.0,18.0365
1773112732175400,GR,1.0,18.0365
1773112732175400,SG,1.0,18.0365
1773112732175400,CA,1.0,18.0365
1773112732175400,JO,1.0,18.0365
1773112732175400,TR,1.0,18.0365
1773112837179390,NZ,1.0,18.0365
1773112837179390,AU,1.0,18.0365
1773112837179390,GB,1.0,18.0365
1773124514154510,SA,1.0,3.0115
1773122867744810,SA,1.0,3.0115
1773197871579150,TW,1.0,71.621
1773198926504960,TW,1.0,71.621
1773138302135340,SA,1.0,42.9787
1773171876882430,MY,1.0,3.4041
1773171876882430,MY,1.0,3.4041
1773194571416570,SA,1.0,1.1415
1773168608704540,BR,1.0,31.3908
1773168949179440,SA,1.0,4.2149
1773300533379100,CA,2.0,44.2432
1773230054793240,US,1.0,52.1865
1773301726281760,CA,2.0,44.2432
1773301818891280,CA,2.0,44.2432
1773301843822590,CA,2.0,44.2432
1773203834014730,CA,1.0,5.3754
1773288242835470,ZA,2.0,7.2081
1773223274386430,DE,1.0,32.8333
1773221082941450,US,1.0,14.5055
1773214597464110,BR,1.0,14.884
1773197442378800,GB,1.0,11.9519
1773214648297500,GB,1.0,79.506
1773230609342510,SA,1.0,10.627
1773252882292780,US,1.0,22.6633
1773218564260860,DE,1.0,16.7825
1773238417607710,CA,1.0,19.9277
1773216633659390,FR,1.0,3.1319
1773201153557550,AU,1.0,3.4946
1773252550119420,KH,1.0,0.3297
1773276294858750,ID,1.0,1.0017
1773305343119370,HU,1.0,18.2641
1773268720487420,CA,1.0,2.1739
1773268720487420,US,1.0,2.1739
1773287268662320,DE,1.0,48.523
1773238671262750,US,1.0,3.2186
1773231358001160,BR,1.0,0.4337
1773231382949920,BR,1.0,0.4337
1773357402214430,VN,2.0,3.1482
1773357402214430,VN,2.0,3.1482
1773292232552480,ZA,1.0,1.225
1773280897013810,BR,1.0,10.9983
1773281178080280,BR,1.0,10.9983
1773304549588010,US,1.0,39.9476
1773315106003960,US,1.0,154.9691
1773295644406780,PT,1.0,1.2291
1773297351897080,KW,1.0,10.627
1773306215913500,US,1.0,14.2433
1773308200133650,BR,1.0,1.3635
1773381263590450,AU,2.0,6.0239
1773294118553630,AE,1.0,2.8739
1773311153849340,ZA,1.0,25.511
1773312757473310,FR,1.0,2.7379
1773313870047280,FR,1.0,2.7379
1773329017293870,US,1.0,15.6083
1773319291040760,SA,1.0,1.0476
1773302427000830,AE,1.0,15.1704
1773304913093640,PL,1.0,5.7705
1773304913093640,RO,1.0,5.7705
1773305400749090,CZ,1.0,5.7705
1773331654002680,AE,1.0,4.5648
1773307275504640,SA,1.0,1.4044
1773308896078850,RO,1.0,1.6982
1773305516479500,JP,1.0,17.7008
1773349508162570,US,1.0,39.9476
1773194899121160,TW,1.0,12.8408
1773187196128280,MY,1.0,12.8408
1773319298148400,CA,1.0,26.106
1773320281625630,CA,1.0,26.106
1773321210815500,US,1.0,26.106
1773321997947920,US,1.0,26.106
1773385095025690,LB,2.0,11.1471
1773355423346680,VN,1.0,0.2556
1773328962915330,AE,1.0,3.7584
1773356949365770,VN,1.0,6.2779
1773310810326010,CA,1.0,8.3497
1773376832738370,VN,1.0,2.914
1773374927258670,SG,1.0,6.3182
1773372530852890,FR,1.0,7.7716
1773377062512650,VN,1.0,3.0911
1773372089269240,KH,1.0,2.8696
1773372837442560,KH,1.0,2.8696
1773374887304190,VN,1.0,3.9934
1773373021944830,KH,1.0,2.8696
1773370777908240,US,1.0,27.631
1773375847459840,US,1.0,54.7145
1773348825272330,US,1.0,3.3817
1773346237032480,BR,1.0,0.4337
1773346342302760,BR,1.0,0.4337
1773346336051230,BR,1.0,0.4337
1773346339594250,BR,1.0,0.4337
1773346345099280,BR,1.0,0.4337
1773346333768700,BR,1.0,0.4337
1773346311054330,BR,1.0,0.4337
1773346327842830,BR,1.0,0.4337
1773367858024480,TH,1.0,2.482
1773371694695420,ID,1.0,1.9215
1773383029918720,FR,1.0,5.7226
1773393639184430,CA,1.0,4.6544
1773380902068240,VN,1.0,6.0064
1773380902068240,VN,1.0,6.0064
1773380902068240,VN,1.0,6.0064
1773396407077880,US,1.0,0.8732
1773401635594270,US,1.0,0.8732
1773398485640190,US,1.0,0.8732
1773401684114430,US,1.0,0.8732
1773381910968350,BR,1.0,1.4127
1773381598208010,US,1.0,4.5538
1773397608445950,VN,1.0,2.5927
1773398697773070,KZ,1.0,0.2981
1773392765187150,TH,1.0,4.1567
1773385207743480,ID,1.0,1.9215
1773385945533440,VN,1.0,7.999
1773389156725760,VN,1.0,2.2251
1773386284741630,VN,1.0,7.999
1773403784563720,VN,1.0,0.4125
1773399079513100,NO,1.0,4.022
1773399354475560,NO,1.0,4.022
1773406769369090,SA,1.0,5.2357
1773397439563770,JP,1.0,67.6864
1773345599535150,US,1.0,8.3497
1773446184227840,US,3.0,12.5146
1773431921266720,BR,2.0,0.0
1773410177208330,NO,1.0,1.538
1773410177208330,DK,1.0,1.538
1773392301869100,FR,2.0,7.2599
1773399312182270,VN,1.0,2.5961
1773406291141660,GB,1.0,17.6014
1773406291141660,GB,1.0,17.6014
1773409261839360,VN,1.0,3.9934
1773409261839360,VN,1.0,3.9934
1773405352465440,NO,1.0,4.6515
1773408156525570,VN,1.0,2.6629
1773414954855420,FR,1.0,5.7226
1773460649272350,VN,12.0,2.427
1773428401288190,VN,1.0,1.0244
1773428471490560,VN,1.0,1.0244
1773428783819770,VN,1.0,0.8148
1773429007750140,VN,1.0,1.0473
1773429058322430,VN,1.0,1.0473
1773429428414460,VN,1.0,0.9167
1773429522808830,VN,1.0,0.9167
1773459727963180,VN,2.0,6.3485
1773430121029630,VN,1.0,1.1387
1773430361188350,VN,1.0,1.1151
1773430426032130,VN,1.0,1.1151
1773460363374590,VN,2.0,6.3485
1773460517858330,VN,2.0,6.3485
1773420543426560,FR,1.0,5.7226
1773439466910720,IQ,1.0,7.343
1773466885942270,VN,2.0,3.0516
1773423468685360,AU,1.0,28.5358
1773447056881680,BR,1.0,5.8938
1773425053572120,US,1.0,51.0364
1773446793053180,VN,1.0,1.3598
1773448334486540,BR,1.0,13.7716
1773448439321600,SA,1.0,0.7177
1773472942358540,VN,12.0,2.427
1773447243059230,CA,1.0,4.2556
1773431988812800,BR,1.0,1.4843
1773449458065420,VN,1.0,2.6567
1773456647873530,SA,1.0,2.1353
1773458711001120,TR,1.0,59.163
1773462260348970,VN,1.0,0.8912
1773444723590140,VN,1.0,1.0116
1773472237628430,VN,2.0,3.078
1773472242539630,VN,2.0,3.078
1773462457716730,VN,1.0,0.8912
1773465136243710,TR,1.0,0.3953
1773465579850760,US,1.0,50.8091
1773465107291130,CA,1.0,11.094
1773468298853390,KH,1.0,8.373
1773454682184730,CA,1.0,21.6371
1773482278426620,VN,2.0,3.078
1773482278426620,VN,2.0,3.078
1773458619292670,MY,1.0,0.4479
1773473862368270,GB,1.0,61.0
1773471240645630,VN,1.0,1.2901
1773471404148760,VN,1.0,1.2901
1773471457885280,VN,1.0,1.2901
1773471550450680,VN,1.0,1.2901
1773461746866180,PL,1.0,1.3696
1773473104978030,VN,1.0,0.8912
1773473767795730,VN,1.0,20.19
1773461697617920,VN,1.0,7.999
1773411246686250,BR,1.0,0.4337
1773433950600190,FR,1.0,5.2745
1773475432677370,VN,1.0,3.5651
1773464530161660,MY,1.0,3.3003
1773477316686850,VN,1.0,33.62
1773477350284290,VN,1.0,33.62
1773487659961360,CA,2.0,44.2432
1773412054634510,BR,1.0,0.4337
1773412051758090,BR,1.0,0.4337
1773412047352850,BR,1.0,0.4337
1773411955249180,BR,1.0,0.4337
1773473992625150,SA,1.0,1.2422
1773473442439160,VN,1.0,3.9934
1773478369197090,KR,1.0,14.8117
1773478375116800,KR,1.0,14.8117
1773478297419820,GB,1.0,12.5
1773470380137470,SA,1.0,1.8271
1773474171413500,VN,1.0,3.9934
1773478779416590,VN,1.0,18.48
1773471080614940,SA,1.0,1.8271
1773471448975400,SA,1.0,1.8271
1773474617287690,VN,1.0,3.6932
1773476528594950,BR,1.0,1.2179
1773480392792090,KR,1.0,9.9078
1773480285014050,KR,1.0,9.9078
1773480328966140,KR,1.0,9.9078
1773480159958030,KR,1.0,9.9078
1773480092673020,KR,1.0,9.9078
1773480303060010,KR,1.0,9.9078
1773480138585100,KR,1.0,9.9078
1773480118582270,KR,1.0,9.9078
1773480138426380,KR,1.0,9.9078
1773480316522490,KR,1.0,9.9078
1773480131837970,KR,1.0,9.9078
1773480296610840,KR,1.0,9.9078
1773480128406520,KR,1.0,9.9078
1773480258074650,KR,1.0,9.9078
1773480320418840,KR,1.0,9.9078
1773480362307610,KR,1.0,9.9078
1773480283351070,KR,1.0,9.9078
1773480115949560,KR,1.0,9.9078
1773480099046440,KR,1.0,9.9078
1773480226503680,KR,1.0,9.9078
1773480309760010,KR,1.0,9.9078
1773480190060590,KR,1.0,9.9078
1773480223254530,KR,1.0,9.9078
1773480266944510,KR,1.0,9.9078
1773480255464450,KR,1.0,9.9078
1773480335642620,KR,1.0,9.9078
1773480181559340,KR,1.0,9.9078
1773480351216680,KR,1.0,9.9078
1773480144990210,KR,1.0,9.9078
1773480266717230,KR,1.0,9.9078
1773480192195580,KR,1.0,9.9078
1773480218002480,KR,1.0,9.9078
1773480207687690,KR,1.0,9.9078
1773480148480040,KR,1.0,9.9078
1773480213883930,KR,1.0,9.9078
1773480363013130,KR,1.0,9.9078
1773480255633450,KR,1.0,9.9078
1773480204567550,KR,1.0,9.9078
1773480145781810,KR,1.0,9.9078
1773480243498000,KR,1.0,9.9078
1773480095727650,KR,1.0,9.9078
1773480113928240,KR,1.0,9.9078
1773480113001500,KR,1.0,9.9078
1773480292552750,KR,1.0,9.9078
1773480201471010,KR,1.0,9.9078
1773480293220400,KR,1.0,9.9078
1773480286545930,KR,1.0,9.9078
1773480320315400,KR,1.0,9.9078
1773480379372540,KR,1.0,9.9078
1773480245073960,KR,1.0,9.9078
1773480411696160,KR,1.0,9.9078
1773480391396350,KR,1.0,9.9078
1773480190451710,KR,1.0,9.9078
1773480171041890,KR,1.0,9.9078
1773480378487850,KR,1.0,9.9078
1773480318488610,KR,1.0,9.9078
1773480183613470,KR,1.0,9.9078
1773480281278460,KR,1.0,9.9078
1773480108978200,KR,1.0,9.9078
1773480268603440,KR,1.0,9.9078
1773480143765530,KR,1.0,9.9078
1773480277095420,KR,1.0,9.9078
1773480204601370,KR,1.0,9.9078
1773480383564800,KR,1.0,9.9078
1773478583326770,DE,1.0,6.4176
1773476666438660,SA,1.0,2.7944
1773480147957760,KR,1.0,16.302
1773480217139280,KR,1.0,16.302
1773480264709150,KR,1.0,16.302
1773480183055410,KR,1.0,16.302
1773480204988440,KR,1.0,16.302
1773480144401400,KR,1.0,16.302
1773480232930350,KR,1.0,16.302
1773480353173580,KR,1.0,16.302
1773480356607020,KR,1.0,16.302
1773480219272240,KR,1.0,16.302
1773480386059310,KR,1.0,16.302
1773480142469120,KR,1.0,16.302
1773480248335370,KR,1.0,16.302
1773480206017560,KR,1.0,16.302
1773480348769320,KR,1.0,16.302
1773480339227650,KR,1.0,16.302
1773480185746480,KR,1.0,16.302
1773480280227870,KR,1.0,16.302
1773480363990010,KR,1.0,16.302
1773480289847310,KR,1.0,16.302
1773480393786400,KR,1.0,16.302
1773480296517680,KR,1.0,16.302
1773480133940270,KR,1.0,16.302
1773480213883950,KR,1.0,16.302
1773480185080850,KR,1.0,16.302
1773480322499630,KR,1.0,16.302
1773480309850120,KR,1.0,16.302
1773480225704960,KR,1.0,16.302
1773480289218560,KR,1.0,16.302
1773480239780860,KR,1.0,16.302
1773480316128280,KR,1.0,16.302
1773480345296890,KR,1.0,16.302
1773480260230170,KR,1.0,16.302
1773480209308680,KR,1.0,16.302
1773480335172620,KR,1.0,16.302
1773480311574540,KR,1.0,16.302
1773480246451200,KR,1.0,16.302
1773480251952130,KR,1.0,16.302
1773480271826970,KR,1.0,16.302
1773480393061400,KR,1.0,16.302
1773480206730240,KR,1.0,16.302
1773480125175800,KR,1.0,16.302
1773480325653500,KR,1.0,16.302
1773480417284110,KR,1.0,16.302
1773480131569660,KR,1.0,16.302
1773480370154540,KR,1.0,16.302
1773480316884000,KR,1.0,16.302
1773480190693390,KR,1.0,16.302
1773480173826090,KR,1.0,16.302
1773480271682670,KR,1.0,16.302
1773480306925610,KR,1.0,16.302
1773474254568450,GR,1.0,3.0806
1773472449158170,SA,1.0,8.2155
1773483459430430,VN,2.0,3.078
1773479598365690,KW,1.0,33.6659
1773480744773640,RO,1.0,35.35
1773473581525020,SA,1.0,8.2155
1773490798632970,SA,4.0,107.5685
1773480342566940,KR,1.0,6.295
1773480215531530,KR,1.0,6.295
1773480341567490,KR,1.0,6.295
1773480147304490,KR,1.0,6.295
1773480108058640,KR,1.0,6.295
1773480316543000,KR,1.0,6.295
1773480221343770,KR,1.0,6.295
1773480182598670,KR,1.0,6.295
1773480303241210,KR,1.0,6.295
1773480105889840,KR,1.0,6.295
1773480395317250,KR,1.0,6.295
1773480136456220,KR,1.0,6.295
1773480242663470,KR,1.0,6.295
1773480248677390,KR,1.0,6.295
1773480139299850,KR,1.0,6.295
1773480232206370,KR,1.0,6.295
1773480331183180,KR,1.0,6.295
1773480121912320,KR,1.0,6.295
1773480170958850,KR,1.0,6.295
1773480125175820,KR,1.0,6.295
1773480393100330,KR,1.0,6.295
1773480252596240,KR,1.0,6.295
1773480210866170,KR,1.0,6.295
1773480118581330,KR,1.0,6.295
1773480117221370,KR,1.0,6.295
1773480383851530,KR,1.0,6.295
1773479894922290,KR,1.0,6.295
1773480262292480,KR,1.0,6.295
1773480099358750,KR,1.0,6.295
1773480131733530,KR,1.0,6.295
1773480380726320,KR,1.0,6.295
1773480245440520,KR,1.0,6.295
1773480138037260,KR,1.0,6.295
1773480382999570,KR,1.0,6.295
1773480277982210,KR,1.0,6.295
1773480268735490,KR,1.0,6.295
1773480404336670,KR,1.0,6.295
1773480366951420,KR,1.0,6.295
