ad_id,delivery_country,punish_num,avg_ad_revenue,scaled_punish_num,scaled_avg_ad_revenue
1771950835811360,CA,1.0,7.4769,0.0625,0.0004361107416696339
1772541894774800,BR,1.0,0.9293,0.0625,5.420397654557247e-05
1772569215332400,AE,1.0,3.8767,0.0625,0.00022611918204478725
1772572364759040,US,1.0,4.1761,0.0625,0.00024358250990203937
1772572364759040,CA,1.0,4.1761,0.0625,0.00024358250990203937
1772998101648410,VN,3.0,2.9423,0.1875,0.00017161773398260827
1772042341555230,VN,1.0,7.9852,0.0625,0.00046575873615808163
1772546264036380,US,1.0,9.1355,0.0625,0.0005328531450899357
1772562893428780,VN,3.0,4.9202,0.1875,0.0002869841874524112
1772028573700090,ZA,1.0,30.4787,0.0625,0.0017777539437636282
1772654123130880,BR,1.0,16.3824,0.0625,0.0009555485046381002
1772183308941310,TH,1.0,13.3403,0.0625,0.0007781096613697411
1772694967510010,US,1.0,19.2794,0.0625,0.0011245239916202624
1772658142132240,IT,1.0,8.2251,0.0625,0.00047975156298825795
1772700540682240,US,1.0,19.2794,0.0625,0.0011245239916202624
1772484481983520,AE,1.0,5.4858,0.0625,0.00031997436192155544
1772541310500910,KR,1.0,36.5834,0.0625,0.0021338273491416076
1772498782586910,SA,1.0,3.0115,0.0625,0.00017565401416871999
1772743997401130,NO,1.0,9.9131,0.0625,0.0005782088022101737
1772890301521960,BE,1.0,29.8315,0.0625,0.0017400042250287798
1772679716828200,US,1.0,13.4636,0.0625,0.0007853014727418158
1772492360714270,AE,1.0,1.4044,0.0625,8.191548978866026e-05
1772681186487340,PE,1.0,13.4636,0.0625,0.0007853014727418158
1772934990074890,US,1.0,53.411,0.0625,0.0031153433673470044
1771940809330800,GB,1.0,434.41,0.0625,0.02533815716255476
1772546940183560,JP,1.0,3.9581,0.0625,0.0002308670607608204
1772698828757000,CL,1.0,41.5913,0.0625,0.0024259268801246833
1773016717830140,EG,2.0,1.5183,0.125,8.85590203262054e-05
1773016717830140,EG,2.0,1.5183,0.125,8.85590203262054e-05
1772951249118200,BR,1.0,7.1907,0.0625,0.0004194173400906574
1772771033070610,NL,1.0,5.2745,0.0625,0.0003076497086943097
1773112965960700,US,2.0,9.9047,0.125,0.0005777188491239983
1772935039483900,PL,1.0,8.2251,0.0625,0.00047975156298825795
1773113020367920,US,2.0,9.9047,0.125,0.0005777188491239983
1773119087299600,CA,2.0,44.2432,0.125,0.0025806062359852275
1773119371607090,CA,2.0,44.2432,0.125,0.0025806062359852275
1772635376512010,TR,1.0,0.6296,0.0625,3.6723150363814086e-05
1772707542468610,SA,1.0,7.1257,0.0625,0.0004156260364476334
1772945766653950,SA,1.0,9.6494,0.0625,0.0005628277749691671
1772763620198400,AE,1.0,1.4863,0.0625,8.669253237887051e-05
1772988059729930,IL,1.0,28.9462,0.0625,0.001688366669410793
1772988059729930,EG,1.0,28.9462,0.0625,0.001688366669410793
1772988059729930,KW,1.0,28.9462,0.0625,0.001688366669410793
1772988059729930,JO,1.0,28.9462,0.0625,0.001688366669410793
1772988059729930,QA,1.0,28.9462,0.0625,0.001688366669410793
1772988059729930,SA,1.0,28.9462,0.0625,0.001688366669410793
1772988059729930,AE,1.0,28.9462,0.0625,0.001688366669410793
1772988059729930,IQ,1.0,28.9462,0.0625,0.001688366669410793
1772977229258760,TH,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,JP,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,FI,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,GB,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,PL,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,FR,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,BE,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,IE,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,HU,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,IL,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,BR,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,JP,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,CA,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,CH,1.0,183.2936,0.0625,0.010691102975738236
1772977229258760,PL,1.0,183.2936,0.0625,0.010691102975738236
1772999635920940,US,1.0,9.1355,0.0625,0.0005328531450899357
1773016920079410,ES,1.0,6.0125,0.0625,0.00035069558697972073
1772993446242300,PT,1.0,2.3399,0.0625,0.00013648109837402888
1773171106415650,VN,2.0,3.1482,0.125,0.00018362741736874127
1772983316127740,US,1.0,75.9558,0.0625,0.004430330788443122
1773011982034940,RO,1.0,0.6874,0.0625,4.009449421868774e-05
1772989250400290,GB,1.0,6.9809,0.0625,0.000407180178485943
1773037092497440,IT,1.0,22.1627,0.0625,0.001292700388449972
1773053416248370,BR,1.0,249.7083,0.0625,0.014564922884358953
1773053416248370,BR,1.0,249.7083,0.0625,0.014564922884358953
1773062486695980,EC,1.0,35.2836,0.0625,0.0020580129418307984
1773076182238240,BR,1.0,12.9423,0.0625,0.0007548952175247633
1773033738805280,US,1.0,93.0174,0.0625,0.005425495499763405
1773011082215450,CL,1.0,3.9723,0.0625,0.00023169531478745028
1773211794935820,CA,2.0,44.2432,0.125,0.0025806062359852275
1773158418017280,AR,2.0,90.9931,0.125,0.005307422638769967
1773100616952860,JP,1.0,5.4492,0.0625,0.00031783956633179113
1773016117514250,AT,1.0,30.0762,0.0625,0.0017542770250510563
1773016117514250,AT,1.0,30.0762,0.0625,0.0017542770250510563
1773027652395000,SA,1.0,50.7378,0.0625,0.0029594216304465156
1773102151430190,ID,1.0,19.7581,0.0625,0.0011524454847574254
1773025854953470,PE,1.0,1.5149,0.0625,8.836070598180107e-05
1773026387237920,MX,1.0,1.5149,0.0625,8.836070598180107e-05
1773027080949770,MX,1.0,1.5149,0.0625,8.836070598180107e-05
1773033563342890,BR,1.0,3.2711,0.0625,0.00019079589764147434
1772984166520830,CA,1.0,8.3497,0.0625,0.00048701920043319326
1773144012654640,US,1.0,35.9524,0.0625,0.0020970225399300976
1773101825365010,IE,1.0,42.8781,0.0625,0.002500983026706888
1773119055339530,SA,1.0,2.3008,0.0625,0.00013420048341337905
1773166337329260,MY,1.0,12.1507,0.0625,0.0007087229719275664
1773166337329260,MY,1.0,12.1507,0.0625,0.0007087229719275664
1773097205615660,TW,1.0,2.3029,0.0625,0.0001343229716849229
1773263292438530,US,3.0,12.5146,0.1875,0.0007299484395536654
1773102604812280,SG,1.0,3.7608,0.0625,0.0002193589960105337
1773138578592780,BR,1.0,14.884,0.0625,0.0008681502065041436
1773140828054560,BR,1.0,14.884,0.0625,0.0008681502065041436
1773227171948540,BR,2.0,1.5386,0.125,8.974307361779598e-05
1773176830199820,US,1.0,6.1151,0.0625,0.00035668001396086323
1773112443809790,NZ,1.0,18.0365,0.0625,0.001052028433190808
1773112443809790,SG,1.0,18.0365,0.0625,0.001052028433190808
1773112443809790,GB,1.0,18.0365,0.0625,0.001052028433190808
1773112443809790,AU,1.0,18.0365,0.0625,0.001052028433190808
1773103976550400,IT,1.0,3.566,0.0625,0.00020799675063113248
1773112643698690,JO,1.0,18.0365,0.0625,0.001052028433190808
1773112643698690,SG,1.0,18.0365,0.0625,0.001052028433190808
1773112643698690,US,1.0,18.0365,0.0625,0.001052028433190808
1773112732175400,US,1.0,18.0365,0.0625,0.001052028433190808
1773112732175400,GR,1.0,18.0365,0.0625,0.001052028433190808
1773112732175400,SG,1.0,18.0365,0.0625,0.001052028433190808
1773112732175400,CA,1.0,18.0365,0.0625,0.001052028433190808
1773112732175400,JO,1.0,18.0365,0.0625,0.001052028433190808
1773112732175400,TR,1.0,18.0365,0.0625,0.001052028433190808
1773112837179390,NZ,1.0,18.0365,0.0625,0.001052028433190808
1773112837179390,AU,1.0,18.0365,0.0625,0.001052028433190808
1773112837179390,GB,1.0,18.0365,0.0625,0.001052028433190808
1773124514154510,SA,1.0,3.0115,0.0625,0.00017565401416871999
1773122867744810,SA,1.0,3.0115,0.0625,0.00017565401416871999
1773197871579150,TW,1.0,71.621,0.0625,0.004177491664877269
1773198926504960,TW,1.0,71.621,0.0625,0.004177491664877269
1773138302135340,SA,1.0,42.9787,0.0625,0.002506850798191322
1773171876882430,MY,1.0,3.4041,0.0625,0.000198553488172585
1773171876882430,MY,1.0,3.4041,0.0625,0.000198553488172585
1773194571416570,SA,1.0,1.1415,0.0625,6.6581124746337e-05
1773168608704540,BR,1.0,31.3908,0.0625,0.0018309546830375082
1773168949179440,SA,1.0,4.2149,0.0625,0.00024584562653818295
1773300533379100,CA,2.0,44.2432,0.125,0.0025806062359852275
1773230054793240,US,1.0,52.1865,0.0625,0.003043921039487268
1773301726281760,CA,2.0,44.2432,0.125,0.0025806062359852275
1773301818891280,CA,2.0,44.2432,0.125,0.0025806062359852275
1773301843822590,CA,2.0,44.2432,0.125,0.0025806062359852275
1773203834014730,CA,1.0,5.3754,0.0625,0.00031353497850325
1773288242835470,ZA,2.0,7.2081,0.125,0.0004204322429120208
1773223274386430,DE,1.0,32.8333,0.0625,0.001915092460038464
1773221082941450,US,1.0,14.5055,0.0625,0.0008460731537520731
1773214597464110,BR,1.0,14.884,0.0625,0.0008681502065041436
1773197442378800,GB,1.0,11.9519,0.0625,0.0006971274155547483
1773214648297500,GB,1.0,79.506,0.0625,0.004637405960650258
1773230609342510,SA,1.0,10.627,0.0625,0.0006198489817602482
1773252882292780,US,1.0,22.6633,0.0625,0.0013218992592760922
1773218564260860,DE,1.0,16.7825,0.0625,0.0009788854367546217
1773238417607710,CA,1.0,19.9277,0.0625,0.0011623378708783005
1773216633659390,FR,1.0,3.1319,0.0625,0.00018267667507056753
1773201153557550,AU,1.0,3.4946,0.0625,0.00020383214939864153
1773252550119420,KH,1.0,0.3297,0.0625,1.923065863238485e-05
1773276294858750,ID,1.0,1.0017,0.0625,5.8426905526417677e-05
1773305343119370,HU,1.0,18.2641,0.0625,0.0010653038287162275
1773268720487420,CA,1.0,2.1739,0.0625,0.0001267986921472291
1773268720487420,US,1.0,2.1739,0.0625,0.0001267986921472291
1773287268662320,DE,1.0,48.523,0.0625,0.0028302373333915993
1773238671262750,US,1.0,3.2186,0.0625,0.00018773369085287804
1773231358001160,BR,1.0,0.4337,0.0625,2.5296744461223265e-05
1773231382949920,BR,1.0,0.4337,0.0625,2.5296744461223265e-05
1773357402214430,VN,2.0,3.1482,0.125,0.00018362741736874127
1773357402214430,VN,2.0,3.1482,0.125,0.00018362741736874127
1773292232552480,ZA,1.0,1.225,0.0625,7.1451491733914e-05
1773280897013810,BR,1.0,10.9983,0.0625,0.0006415060747241684
1773281178080280,BR,1.0,10.9983,0.0625,0.0006415060747241684
