ad_id,delivery_country,punish_num,avg_ad_revenue,baseline_st
1773171876882430 ,MY,1,3.4041,0.54
1773171876882430 ,MY,1,3.4041,0.54
1773194571416570 ,SA,1,1.1415,0.54
1773168608704540 ,BR,1,31.3908,1.7
1773168949179440 ,SA,1,4.2149,1.67
1773300533379100 ,CA,2,44.2432,1.81
1773230054793240 ,US,1,52.1865,1.81
1773301726281760 ,CA,2,44.2432,1.81
1773301818891280 ,CA,2,44.2432,1.81
1773301843822590 ,CA,2,44.2432,1.81
1773203834014730 ,CA,1,5.3754,1.81
1773288242835470 ,ZA,2,7.2081,1.62
1773223274386430 ,DE,1,32.8333,1.01
1773221082941450 ,US,1,14.5055,1.81
1773214597464110 ,BR,1,14.884,1.7
1773197442378800 ,GB,1,11.9519,1.72
1773214648297500 ,GB,1,79.506,1.72
1773230609342510 ,SA,1,10.627,1.78
1773252882292780 ,US,1,22.6633,1.81
1773218564260860 ,DE,1,16.7825,1.6
1773238417607710 ,CA,1,19.9277,1.81
1773216633659390 ,FR,1,3.1319,1.76
1773201153557550 ,AU,1,3.4946,1.84
1773252550119420 ,KH,1,0.3297,0.54
1773276294858750 ,ID,1,1.0017,1.53
1773305343119370 ,HU,1,18.2641,1.62
1773268720487420 ,CA,1,2.1739,1.81
1773268720487420 ,US,1,2.1739,1.81
1773287268662320 ,DE,1,48.523,1.01
1773238671262750 ,US,1,3.2186,1.81
1773231358001160 ,BR,1,0.4337,1.7
1773231382949920 ,BR,1,0.4337,1.7
1773357402214430 ,VN,2,3.1482,2.13
1773357402214430 ,VN,2,3.1482,2.14
1773292232552480 ,ZA,1,1.225,1.62
1773280897013810 ,BR,1,10.9983,1.7
1773281178080280 ,BR,1,10.9983,1.7
1773304549588010 ,US,1,39.9476,1.81
1773315106003960 ,US,1,154.9691,1.81
1773295644406780 ,PT,1,1.2291,0.54
1773297351897080 ,KW,1,10.627,1.56
1773306215913500 ,US,1,14.2433,1.81
1773308200133650 ,BR,1,1.3635,1.7
1773381263590450 ,AU,2,6.0239,1.84
1773294118553630 ,AE,1,2.8739,1.78
1773311153849340 ,ZA,1,25.511,1.62
1773312757473310 ,FR,1,2.7379,1.97
1773313870047280 ,FR,1,2.7379,1.97
1773329017293870 ,US,1,15.6083,1.81
1773319291040760 ,SA,1,1.0476,0.54
1773302427000830 ,AE,1,15.1704,1.78
1773304913093640 ,PL,1,5.7705,1.84
1773304913093640 ,RO,1,5.7705,1.62
1773305400749090 ,CZ,1,5.7705,1.62
1773331654002680 ,AE,1,4.5648,0.54
1773307275504640 ,SA,1,1.4044,1.67
1773308896078850 ,RO,1,1.6982,0.54
1773305516479500 ,JP,1,17.7008,3.21
1773349508162570 ,US,1,39.9476,1.81
1773194899121160 ,TW,1,12.8408,2.59
1773187196128280 ,MY,1,12.8408,2.3
1773319298148400 ,CA,1,26.106,1.78
1773320281625630 ,CA,1,26.106,1.78
1773321210815500 ,US,1,26.106,1.78
1773321997947920 ,US,1,26.106,1.78
1773385095025690 ,LB,2,11.1471,1.62
1773355423346680 ,VN,1,0.2556,1.53
1773328962915330 ,AE,1,3.7584,1.67
1773356949365770 ,VN,1,6.2779,2.13
1773310810326010 ,CA,1,8.3497,1.81
1773376832738370 ,VN,1,2.914,0.54
1773374927258670 ,SG,1,6.3182,1.62
1773372530852890 ,FR,1,7.7716,1.76
1773377062512650 ,VN,1,3.0911,2.14
1773372089269240 ,KH,1,2.8696,1.53
1773372837442560 ,KH,1,2.8696,1.53
1773374887304190 ,VN,1,3.9934,0.54
1773373021944830 ,KH,1,2.8696,1.53
1773370777908240 ,US,1,27.631,1.81
1773375847459840 ,US,1,54.7145,1.81
1773348825272330 ,US,1,3.3817,1.81
1773346237032480 ,BR,1,0.4337,1.7
1773346342302760 ,BR,1,0.4337,1.7
1773346336051230 ,BR,1,0.4337,1.7
1773346339594250 ,BR,1,0.4337,1.7
1773346345099280 ,BR,1,0.4337,1.7
1773346333768700 ,BR,1,0.4337,1.7
1773346311054330 ,BR,1,0.4337,1.7
1773346327842830 ,BR,1,0.4337,1.7
1773367858024480 ,TH,1,2.482,1.64
1773371694695420 ,ID,1,1.9215,0.54
1773383029918720 ,FR,1,5.7226,0.54
1773393639184430 ,CA,1,4.6544,1.81
1773380902068240 ,VN,1,6.0064,2.14
1773380902068240 ,VN,1,6.0064,2.14
1773380902068240 ,VN,1,6.0064,2.14
1773396407077880 ,US,1,0.8732,1.81
1773401635594270 ,US,1,0.8732,1.81
1773398485640190 ,US,1,0.8732,1.81
1773401684114430 ,US,1,0.8732,1.81
1773381910968350 ,BR,1,1.4127,1.7
1773381598208010 ,US,1,4.5538,1.81
1773397608445950 ,VN,1,2.5927,0.54
1773398697773070 ,KZ,1,0.2981,1.62
1773392765187150 ,TH,1,4.1567,1.64
1773385207743480 ,ID,1,1.9215,0.54
1773385945533440 ,VN,1,7.999,0.54
1773389156725760 ,VN,1,2.2251,0.54
1773386284741630 ,VN,1,7.999,0.54
1773403784563720 ,VN,1,0.4125,2.14
1773399079513100 ,NO,1,4.022,1.56
1773399354475560 ,NO,1,4.022,1.56
1773406769369090 ,SA,1,5.2357,0.54
1773397439563770 ,JP,1,67.6864,3.21
1773345599535150 ,US,1,8.3497,1.81
1773446184227840 ,US,3,12.5146,1.81
1773431921266720 ,BR,2,0,1.7
1773410177208330 ,NO,1,1.538,1.56
1773410177208330 ,DK,1,1.538,1.31
1773392301869100 ,FR,2,7.2599,1.76
1773399312182270 ,VN,1,2.5961,0.54
1773406291141660 ,GB,1,17.6014,1.72
1773406291141660 ,GB,1,17.6014,1.72
1773409261839360 ,VN,1,3.9934,0.54
1773409261839360 ,VN,1,3.9934,0.54
1773405352465440 ,NO,1,4.6515,1.62
1773408156525570 ,VN,1,2.6629,0.54
1773414954855420 ,FR,1,5.7226,0.54
1773460649272350 ,VN,12,2.427,2.14
1773428401288190 ,VN,1,1.0244,0.54
1773428471490560 ,VN,1,1.0244,0.54
1773428783819770 ,VN,1,0.8148,0.54
1773429007750140 ,VN,1,1.0473,0.54
1773429058322430 ,VN,1,1.0473,0.54
1773429428414460 ,VN,1,0.9167,0.54
1773429522808830 ,VN,1,0.9167,0.54
1773459727963180 ,VN,2,6.3485,2.14
1773430121029630 ,VN,1,1.1387,0.54
1773430361188350 ,VN,1,1.1151,0.54
1773430426032130 ,VN,1,1.1151,0.54
1773460363374590 ,VN,2,6.3485,2.14
1773460517858330 ,VN,2,6.3485,2.14
1773420543426560 ,FR,1,5.7226,0.54
1773439466910720 ,IQ,1,7.343,1.62
1773466885942270 ,VN,2,3.0516,2.14
1773423468685360 ,AU,1,28.5358,1.84
1773447056881680 ,BR,1,5.8938,1.7
1773425053572120 ,US,1,51.0364,1.78
1773446793053180 ,VN,1,1.3598,0.54
1773448334486540 ,BR,1,13.7716,1.7
1773448439321600 ,SA,1,0.7177,1.53
1773472942358540 ,VN,12,2.427,2.14
1773447243059230 ,CA,1,4.2556,1.81
1773431988812800 ,BR,1,1.4843,0.54
1773449458065420 ,VN,1,2.6567,2.13
1773456647873530 ,SA,1,2.1353,1.53
1773458711001120 ,TR,1,59.163,1.63
1773462260348970 ,VN,1,0.8912,2.14
1773444723590140 ,VN,1,1.0116,0.54
1773472237628430 ,VN,2,3.078,2.14
1773472242539630 ,VN,2,3.078,2.14
1773462457716730 ,VN,1,0.8912,2.14
1773465136243710 ,TR,1,0.3953,1.53
1773465579850760 ,US,1,50.8091,1.81
1773465107291130 ,CA,1,11.094,1.81
1773468298853390 ,KH,1,8.373,1.62
1773454682184730 ,CA,1,21.6371,1.81
1773482278426620 ,VN,2,3.078,2.14
1773482278426620 ,VN,2,3.078,2.14
1773458619292670 ,MY,1,0.4479,1.53
1773473862368270 ,GB,1,61,1.72
1773471240645630 ,VN,1,1.2901,2.14
1773471404148760 ,VN,1,1.2901,2.14
1773471457885280 ,VN,1,1.2901,2.14
1773471550450680 ,VN,1,1.2901,2.14
1773461746866180 ,PL,1,1.3696,0.54
1773473104978030 ,VN,1,0.8912,2.14
1773473767795730 ,VN,1,20.19,2.14
1773461697617920 ,VN,1,7.999,0.54
1773411246686250 ,BR,1,0.4337,1.7
1773433950600190 ,FR,1,5.2745,1.76
1773475432677370 ,VN,1,3.5651,2.14
1773464530161660 ,MY,1,3.3003,1.53
1773477316686850 ,VN,1,33.62,2.14
1773477350284290 ,VN,1,33.62,2.14
1773487659961360 ,CA,2,44.2432,1.81
1773412054634510 ,BR,1,0.4337,1.7
1773412051758090 ,BR,1,0.4337,1.7
1773412047352850 ,BR,1,0.4337,1.7
1773411955249180 ,BR,1,0.4337,1.7
1773473992625150 ,SA,1,1.2422,0.54
1773473442439160 ,VN,1,3.9934,1.53
1773478369197090 ,KR,1,14.8117,2.37
1773478375116800 ,KR,1,14.8117,2.37
1773478297419820 ,GB,1,12.5,1.72
1773470380137470 ,SA,1,1.8271,1.67
1773474171413500 ,VN,1,3.9934,0.54
1773478779416590 ,VN,1,18.48,2.14
1773471080614940 ,SA,1,1.8271,1.67
1773471448975400 ,SA,1,1.8271,1.67
1773474617287690 ,VN,1,3.6932,2.14
1773476528594950 ,BR,1,1.2179,0.54
1773480392792090 ,KR,1,9.9078,2.37
1773480285014050 ,KR,1,9.9078,2.37
1773480328966140 ,KR,1,9.9078,2.37
1773480159958030 ,KR,1,9.9078,2.37
1773480092673020 ,KR,1,9.9078,2.37
1773480303060010 ,KR,1,9.9078,2.37
1773480138585100 ,KR,1,9.9078,2.37
1773480118582270 ,KR,1,9.9078,2.37
1773480138426380 ,KR,1,9.9078,2.37
1773480316522490 ,KR,1,9.9078,2.37
1773480131837970 ,KR,1,9.9078,2.37
1773480296610840 ,KR,1,9.9078,2.37
1773480128406520 ,KR,1,9.9078,2.37
1773480258074650 ,KR,1,9.9078,2.37
1773480320418840 ,KR,1,9.9078,2.37
1773480362307610 ,KR,1,9.9078,2.37
1773480283351070 ,KR,1,9.9078,2.37
1773480115949560 ,KR,1,9.9078,2.37
1773480099046440 ,KR,1,9.9078,2.37
1773480226503680 ,KR,1,9.9078,2.37
1773480309760010 ,KR,1,9.9078,2.37
1773480190060590 ,KR,1,9.9078,2.37
1773480223254530 ,KR,1,9.9078,2.37
1773480266944510 ,KR,1,9.9078,2.37
1773480255464450 ,KR,1,9.9078,2.37
1773480335642620 ,KR,1,9.9078,2.37
1773480181559340 ,KR,1,9.9078,2.37
1773480351216680 ,KR,1,9.9078,2.37
